source,titre,prix,surface_m2,prix_m2,ville,quartier,type_bien,pieces,description,url,date_collecte,parking,balcon,terrasse,vue_mer,ascenseur
PAP,CLOS LILY à Toulon (83),200000,40.0,5000.0,Toulon,,Appartement,3,Annonce immobilière : Appartements Toulon (83).,https://www.acceslogement.fr/annonces/vente-neuf-toulon-83-appartement-logement-social-r22963,2026-03-09,False,False,False,False,False
